SK_ID_CURR,APARTMENTS_MODE,FLAG_DOCUMENT_6,FLAG_OWN_REALTY,NONLIVINGAREA_MEDI,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_18,NAME_TYPE_SUITE,FLOORSMAX_MEDI,AMT_REQ_CREDIT_BUREAU_DAY
100159,,0,Y,,1,0,0,Unaccompanied,,0.0
100161,,0,Y,,1,0,0,Family,,0.0
100167,0.0084,0,Y,0.0,1,0,0,Unaccompanied,0.0417,0.0
100175,,0,Y,,1,0,0,Unaccompanied,,0.0
100176,0.0714,0,Y,0.0168,1,0,0,Unaccompanied,0.3333,0.0
100178,,0,Y,,1,0,0,Unaccompanied,,0.0
100182,0.0683,0,Y,0.1101,0,0,0,Unaccompanied,0.1667,0.0
100186,,0,Y,,1,0,0,Unaccompanied,,0.0
100188,,0,N,,1,0,0,Unaccompanied,,0.0
100192,,0,N,,0,0,0,Unaccompanied,,0.0
100194,0.0798,0,Y,0.0127,0,0,0,Unaccompanied,0.1667,0.0
100197,0.0777,0,N,0.0247,1,0,0,Unaccompanied,0.1667,
100198,0.0735,0,Y,0.0016,1,0,0,Unaccompanied,0.1667,0.0
100200,0.1996,0,N,,0,0,0,Unaccompanied,0.1667,0.0
100205,0.1418,0,Y,0.0419,1,0,0,Unaccompanied,0.1667,0.0
100206,,0,N,,0,0,0,Unaccompanied,,
100208,0.0357,0,N,0.0063,1,0,0,Family,0.1667,0.0
100209,,0,Y,,0,0,0,Unaccompanied,,0.0
100210,0.1796,0,Y,0.0,1,0,0,Unaccompanied,0.3333,0.0
100211,0.0756,0,N,0.0172,1,0,0,Unaccompanied,0.3333,0.0
100214,,0,Y,,1,0,0,Unaccompanied,,
100215,0.0336,1,N,0.0302,0,0,0,Unaccompanied,0.125,0.0
100217,0.0084,0,N,,1,0,0,Family,0.0417,0.0
100218,,0,Y,0.0065,0,0,0,Unaccompanied,,0.0
100226,0.063,0,N,0.0,0,0,0,Unaccompanied,0.375,
100228,0.0662,0,N,0.1003,1,0,0,Unaccompanied,0.1667,0.0
100229,,0,Y,,1,0,0,Family,,0.0
100234,0.0662,0,N,0.034,0,0,0,Unaccompanied,0.1667,0.0
100238,,0,Y,,0,0,0,"Spouse, partner",,0.0
100240,0.0011,0,Y,0.0162,1,0,0,Unaccompanied,0.1875,0.0
100242,,0,Y,,0,0,0,Unaccompanied,,0.0
100246,0.0588,0,Y,0.0497,1,0,0,Unaccompanied,0.1667,0.0
100247,,0,Y,,1,0,0,Unaccompanied,,0.0
100254,0.0735,0,Y,,1,0,0,Unaccompanied,0.1667,0.0
100258,0.1271,0,Y,0.0887,1,0,0,Unaccompanied,0.1667,
100260,0.063,0,Y,0.1477,1,0,0,Unaccompanied,0.1667,0.0
100261,0.0284,0,Y,0.0535,1,0,0,Unaccompanied,0.0833,0.0
100262,,0,Y,,1,0,0,Family,,0.0
100267,0.1891,0,Y,0.0,1,0,0,Unaccompanied,0.3333,0.0
100272,0.1124,0,Y,0.0369,0,0,0,"Spouse, partner",0.2917,0.0
100274,0.2017,0,Y,0.1535,0,0,0,Family,0.3333,0.0
100276,0.084,0,Y,0.0051,1,0,0,Family,0.1667,0.0
100282,,0,Y,,0,0,1,Unaccompanied,,
100285,,0,Y,,0,0,0,"Spouse, partner",,0.0
100286,,0,Y,,1,0,0,"Spouse, partner",,0.0
100288,0.063,0,N,0.0043,1,0,0,Unaccompanied,0.1667,
100290,0.1261,0,N,0.0,1,0,0,Unaccompanied,0.375,0.0
100293,,0,Y,,1,0,0,Family,,0.0
100296,0.1681,0,Y,0.0,0,0,0,Unaccompanied,0.375,
100301,0.0,0,Y,0.0039,0,0,0,Unaccompanied,0.3333,0.0
100305,0.0189,0,Y,0.0,0,0,0,"Spouse, partner",0.0833,
100308,,0,N,,0,0,0,Unaccompanied,,0.0
100314,,0,N,,1,0,0,Unaccompanied,,0.0
100320,,0,Y,,1,0,0,"Spouse, partner",,0.0
100321,,0,N,,1,0,0,Unaccompanied,,0.0
100326,,0,Y,,1,0,0,Unaccompanied,,0.0
100335,,1,Y,,0,0,0,Unaccompanied,,0.0
100337,0.0735,0,Y,0.0,0,0,0,Unaccompanied,0.1667,
100339,0.0651,0,Y,0.0,0,0,0,Unaccompanied,0.1667,0.0
100343,0.3015,0,Y,0.0087,0,0,0,Unaccompanied,0.3333,0.0
100347,,0,N,,1,0,0,Unaccompanied,,0.0
100350,,0,Y,,1,0,0,Unaccompanied,,0.0
100353,0.1261,0,Y,0.0453,1,0,0,Unaccompanied,0.1667,
100357,,0,Y,,0,0,0,Unaccompanied,,0.0
100359,0.0735,0,Y,0.0,1,0,0,Unaccompanied,0.1667,0.0
100361,0.0693,0,Y,0.0,1,0,0,Unaccompanied,0.1667,0.0
100369,0.2437,0,Y,0.1131,1,0,0,Unaccompanied,0.625,0.0
100371,0.1429,0,Y,0.0545,0,0,0,Unaccompanied,0.6667,0.0
100374,,0,Y,,0,0,0,Unaccompanied,,0.0
100376,0.4485,0,Y,0.0,1,0,0,Unaccompanied,0.3333,0.0
100378,,0,Y,,1,0,0,Unaccompanied,,0.0
100383,,0,N,,0,0,0,"Spouse, partner",,0.0
100387,0.0641,0,Y,0.0,0,0,0,Unaccompanied,0.1667,0.0
100388,0.0945,0,Y,,1,0,0,Unaccompanied,0.1667,0.0
100390,,0,N,,1,0,0,Family,,0.0
100392,,0,N,,0,0,0,"Spouse, partner",,0.0
100394,,1,Y,,0,0,0,Unaccompanied,,0.0
100395,0.0756,0,Y,0.0006,0,0,0,Unaccompanied,0.1667,0.0
100396,,1,N,,0,0,0,Family,,0.0
100397,0.0473,0,Y,0.0025,1,0,0,Unaccompanied,0.1667,0.0
100405,,0,Y,,1,0,0,Unaccompanied,,
100407,0.105,0,N,0.0,1,0,0,Family,0.1667,0.0
100408,0.1513,0,Y,0.0,1,0,0,Unaccompanied,0.3333,
100413,,1,Y,,0,0,0,"Spouse, partner",,
100417,,0,Y,,1,0,0,Family,,0.0
100420,0.2269,0,Y,0.0467,1,0,0,Unaccompanied,0.3333,0.0
100425,0.0084,0,Y,0.0,1,0,0,Family,0.0833,0.0
100431,0.105,0,Y,0.0033,1,0,0,Unaccompanied,0.1667,0.0
100436,0.063,0,Y,0.0,0,0,0,Unaccompanied,0.1667,0.0
100443,,1,Y,,0,0,0,Unaccompanied,,0.0
100449,0.16699999999999998,0,Y,0.0048,1,0,0,Unaccompanied,0.1667,0.0
100457,0.1134,0,Y,0.0,0,0,0,Unaccompanied,0.3333,
100461,,0,Y,,1,0,0,Unaccompanied,,0.0
100463,,1,N,,0,0,0,Unaccompanied,,0.0
100464,0.0399,0,N,0.0083,1,0,0,Unaccompanied,0.3333,0.0
100465,0.0326,0,N,0.0,1,0,0,Unaccompanied,0.125,0.0
100469,0.0882,0,Y,0.0,0,0,0,Unaccompanied,0.0833,
100472,0.063,0,Y,0.0,1,0,0,Unaccompanied,0.1667,0.0
100474,0.1544,0,N,0.0,0,0,0,Unaccompanied,1.0,
100475,0.2258,0,Y,0.0032,0,0,0,Unaccompanied,0.3333,0.0
100480,0.125,0,N,0.1311,1,0,0,Group of people,0.1667,
100481,,0,Y,,0,0,0,Family,,0.0
100482,,0,Y,,1,0,0,Unaccompanied,,3.0
100485,0.1954,0,N,0.0,1,0,0,Unaccompanied,0.375,0.0
100488,,0,N,,0,0,0,Unaccompanied,,0.0
100495,,0,N,,1,0,0,Children,,0.0
100497,0.0042,0,Y,0.0,0,0,0,Other_B,0.0417,0.0
100501,,0,N,,1,0,0,Unaccompanied,,0.0
100506,,0,Y,,1,0,0,Unaccompanied,,
100519,0.0662,0,N,0.0055,1,0,0,Unaccompanied,0.125,0.0
100521,0.0284,0,N,0.0236,0,0,0,Unaccompanied,0.1667,0.0
100522,0.0966,0,Y,0.0,1,0,0,Children,0.1667,0.0
100524,0.1124,0,Y,0.0,1,0,0,Unaccompanied,0.3333,
100525,0.1502,0,Y,0.0043,1,0,0,Unaccompanied,0.1667,0.0
100526,,0,N,,0,0,0,Unaccompanied,,
100530,,0,Y,,1,0,0,Unaccompanied,,0.0
100532,,0,Y,,1,0,0,Family,,
100534,0.063,0,N,0.0,1,0,0,Unaccompanied,0.1667,0.0
100537,0.1786,0,Y,0.0,1,0,0,Family,0.375,0.0
100538,,0,N,,1,0,0,Unaccompanied,,0.0
100539,0.0336,0,Y,0.0,1,0,0,Unaccompanied,0.125,0.0
100544,0.1134,0,Y,0.0868,0,0,0,Unaccompanied,0.1667,0.0
100546,0.0021,0,Y,0.0,1,0,0,Unaccompanied,0.0,0.0
100554,0.0767,0,Y,0.1256,0,0,0,Unaccompanied,0.5833,0.0
100555,0.0231,0,N,,1,0,0,Unaccompanied,0.0417,0.0
100558,,0,Y,,0,0,0,Unaccompanied,,0.0
100563,,0,Y,,1,0,0,Unaccompanied,,0.0
100570,0.1523,0,N,0.0006,1,0,0,Unaccompanied,0.3333,0.0
100571,,0,Y,,1,0,0,Unaccompanied,,0.0
100574,0.1513,0,Y,0.0,0,0,0,Unaccompanied,0.3333,0.0
100581,0.1523,0,Y,0.0002,1,0,0,Unaccompanied,0.3333,0.0
100586,,0,Y,,1,0,0,Unaccompanied,,0.0
100590,0.084,0,N,,1,0,0,Unaccompanied,0.375,
100595,0.063,0,Y,0.0296,1,0,0,Unaccompanied,0.1667,0.0
100598,,0,Y,,0,0,0,Unaccompanied,,0.0
100601,,0,Y,,1,0,0,Family,,0.0
100606,,1,Y,,0,0,0,Unaccompanied,,0.0
100609,,0,Y,,1,0,0,Unaccompanied,,
100610,0.1218,0,Y,0.0,1,0,0,Family,0.3333,0.0
100611,,0,N,,1,0,0,Unaccompanied,,
100612,0.041,0,N,0.0042,1,0,0,Family,0.1667,0.0
100616,0.1345,0,N,0.0,1,0,0,Unaccompanied,0.625,
100619,0.1733,0,N,0.0122,1,0,0,Unaccompanied,0.1667,0.0
100621,0.2605,0,Y,0.1609,1,0,0,Unaccompanied,0.3333,0.0
100628,0.1355,0,N,0.038,1,0,0,Unaccompanied,0.1667,0.0
100633,,0,Y,,1,0,0,Unaccompanied,,0.0
100635,0.0,0,Y,0.0,1,0,0,Unaccompanied,0.1667,0.0
100640,0.1513,0,Y,0.1975,1,0,0,Unaccompanied,0.375,0.0
100642,0.0788,0,Y,0.0,1,0,0,Unaccompanied,0.1667,
100646,,0,Y,,0,0,0,Unaccompanied,,0.0
100649,0.1124,0,N,0.0284,1,0,0,Unaccompanied,0.2083,0.0
100650,0.0525,0,N,0.0413,1,0,0,Unaccompanied,0.3333,0.0
100652,,0,Y,,1,0,0,Family,,0.0
100658,0.084,0,N,0.0082,1,0,0,Unaccompanied,0.1667,0.0
100661,,0,Y,,0,0,0,Unaccompanied,,
100671,,0,Y,,0,0,0,Unaccompanied,,0.0
100680,,0,Y,,1,0,0,Unaccompanied,,0.0
100681,,0,N,,1,0,0,Unaccompanied,,0.0
100690,,0,Y,,1,0,0,Unaccompanied,,
100691,0.0725,0,Y,0.0,0,0,0,Unaccompanied,0.1667,0.0
100692,,0,Y,,0,0,0,Unaccompanied,,0.0
100693,,0,Y,,1,0,0,Unaccompanied,0.0,0.0
100695,,0,Y,,1,0,0,Family,,0.0
100696,,0,Y,,0,0,0,"Spouse, partner",,0.0
100697,0.1849,0,Y,0.1161,1,0,0,Unaccompanied,0.4167,0.0
100700,,0,N,,1,0,0,Unaccompanied,,0.0
100708,0.0504,0,Y,0.0582,1,0,0,Unaccompanied,0.125,
100709,,0,Y,,1,0,0,Unaccompanied,,0.0
100710,,0,Y,,0,0,0,Unaccompanied,,0.0
100712,0.0473,0,N,0.0212,0,0,0,Unaccompanied,0.3333,0.0
100723,0.1355,0,N,0.0,0,0,0,Unaccompanied,0.1667,
100724,0.2321,0,Y,0.0,1,0,0,Unaccompanied,0.3333,0.0
100728,0.0788,0,N,0.0,1,0,0,Unaccompanied,0.1667,0.0
100732,,0,Y,,0,0,0,Family,,0.0
100733,0.0672,0,N,0.1041,1,0,0,Unaccompanied,0.1667,0.0
100741,,0,Y,,1,0,0,Unaccompanied,,0.0
100743,,0,Y,,1,0,0,Unaccompanied,,0.0
100748,,0,Y,,1,0,0,"Spouse, partner",,0.0
100749,,0,N,,1,0,0,Unaccompanied,,0.0
100750,0.1618,0,Y,0.0,1,0,0,Family,0.1667,0.0
100759,0.0788,0,N,0.0301,0,0,0,Unaccompanied,0.1667,0.0
100773,,0,Y,,1,0,0,Unaccompanied,,0.0
100789,0.1134,0,Y,0.0,1,0,0,Unaccompanied,0.3333,0.0
100793,,0,Y,,1,0,0,Family,,0.0
100795,,0,Y,,1,0,0,Unaccompanied,,0.0
100796,,0,Y,,1,0,0,Unaccompanied,,0.0
100798,,0,Y,,1,0,0,Unaccompanied,,0.0
100800,0.063,1,Y,0.0323,0,0,0,Unaccompanied,0.1667,0.0
100802,0.1261,0,Y,0.0,1,0,0,Unaccompanied,0.1667,0.0
100803,0.0735,0,Y,0.0,1,0,0,Family,0.1667,0.0
100805,0.0756,0,N,0.0,0,0,0,Unaccompanied,0.3333,0.0
100806,,0,Y,,1,0,0,Unaccompanied,,0.0
100807,,0,Y,,1,0,0,Family,,0.0
100810,0.2542,0,Y,0.0073,0,0,0,Unaccompanied,0.375,0.0
100811,0.4076,0,N,0.0,0,0,0,Unaccompanied,0.3333,0.0
100815,,0,Y,,1,0,0,Unaccompanied,,0.0
100816,,0,Y,,1,0,0,Unaccompanied,,1.0
100819,,0,N,,1,0,0,Unaccompanied,,0.0
100827,,0,N,,1,0,0,Unaccompanied,,0.0
100828,0.1345,0,Y,0.1239,1,0,0,Unaccompanied,0.3333,
100835,0.0945,0,Y,0.1037,0,0,0,Unaccompanied,0.1667,0.0
100837,,0,Y,,1,0,0,ªQ¹«,0.0417,
100842,,0,Y,,1,0,0,Unaccompanied,,0.0
100843,0.3025,0,N,0.0,1,0,0,Family,0.3333,0.0
100845,,0,Y,,1,0,0,Unaccompanied,,0.0
100846,0.0714,1,N,0.0492,0,0,0,Unaccompanied,0.1667,0.0
100848,,0,Y,,1,0,0,Family,,0.0
100850,,1,N,,0,0,0,Unaccompanied,,0.0
100851,,0,Y,,0,0,0,"Spouse, partner",,0.0
100852,0.0798,0,Y,0.0001,1,0,0,Unaccompanied,0.1667,0.0
100857,0.1208,1,Y,0.006,0,0,0,Unaccompanied,0.1667,
100874,0.1681,0,Y,0.3515,1,0,0,Unaccompanied,0.375,0.0
100877,0.0168,0,Y,0.0,1,0,0,Unaccompanied,0.0417,
100880,0.0935,0,N,0.02,1,0,0,Unaccompanied,0.1667,0.0
100888,0.125,0,N,0.0,1,0,0,Unaccompanied,0.4583,0.0
100890,0.2258,0,Y,,1,0,0,Unaccompanied,0.3333,0.0
100891,0.084,0,N,0.0,1,0,0,Family,0.25,0.0
100892,0.1103,1,Y,0.0198,0,0,0,Unaccompanied,0.625,
100894,,0,N,,1,0,0,Family,,0.0
100896,,0,N,,1,0,0,Unaccompanied,,0.0
100899,,0,N,,0,0,0,Family,,0.0
100900,,0,Y,,1,0,0,Family,,0.0
100915,,0,Y,,1,0,0,Family,,0.0
100922,0.0945,0,Y,0.098,1,0,0,Family,0.1667,0.0
100932,0.145,0,Y,0.0142,1,0,0,Unaccompanied,0.3333,0.0
100941,0.1492,1,Y,0.0,0,0,0,Unaccompanied,0.3333,
100942,,0,Y,,1,0,0,Unaccompanied,,0.0
100945,,0,Y,,1,0,0,Family,,0.0
100947,,0,Y,,1,0,0,Unaccompanied,,0.0
100949,,0,Y,,1,0,0,CHINESE CHARS!,,
100950,0.1229,0,N,0.0,1,0,0,Unaccompanied,0.375,0.0
100959,,0,Y,,1,0,0,Family,,0.0
100964,0.0315,0,Y,,1,0,0,Unaccompanied,0.1667,0.0
100972,,0,Y,,1,0,0,Unaccompanied,,0.0
100977,0.0084,0,Y,0.0012,1,0,0,Unaccompanied,0.0417,0.0
100978,,0,N,,1,0,0,Unaccompanied,,0.0
100980,0.3918,0,Y,0.4588,1,0,0,Family,0.4583,0.0
100981,0.0756,0,N,0.0,1,0,0,Unaccompanied,0.3333,0.0
100991,0.063,0,Y,,1,0,0,Unaccompanied,0.1667,0.0
100992,0.084,0,N,0.0,1,0,0,Unaccompanied,0.1667,0.0
100994,,0,N,,1,0,0,Family,,0.0
101000,,0,Y,,1,0,0,Unaccompanied,,0.0
101001,,0,N,,1,0,0,Unaccompanied,,0.0
101007,,0,N,,1,0,0,Family,,0.0
101012,,0,N,,1,0,0,Unaccompanied,0.0417,0.0
101015,,0,Y,,1,0,0,Family,,
101029,0.0,0,Y,,0,0,0,Unaccompanied,0.3333,0.0
101030,0.0378,0,Y,0.0189,1,0,0,Unaccompanied,0.125,0.0
101035,,0,N,,1,0,0,Unaccompanied,,0.0
101037,0.2258,0,N,,1,0,0,Family,0.3333,0.0
101039,0.0609,0,Y,0.0494,1,0,0,Unaccompanied,0.2083,0.0
101043,0.0168,0,Y,,1,0,0,Unaccompanied,0.0417,0.0
101048,0.0788,0,N,0.0,0,0,0,Unaccompanied,0.1667,0.0
101052,0.1303,0,Y,0.1034,0,0,0,Unaccompanied,0.4167,0.0
101058,,0,N,,1,0,0,Unaccompanied,,0.0
101060,0.2143,0,N,0.0096,1,0,0,Unaccompanied,0.6667,0.0
101065,0.0819,0,N,0.0372,1,0,0,Unaccompanied,0.1667,0.0
101066,,0,N,,1,0,0,Unaccompanied,,0.0
101071,,0,Y,,0,0,0,Unaccompanied,,0.0
101074,0.0137,0,Y,0.0,0,0,0,Unaccompanied,0.0417,0.0
101078,0.1513,0,N,0.0,1,0,0,Unaccompanied,0.25,0.0
101081,0.0368,0,Y,0.0598,1,0,0,Unaccompanied,0.0833,0.0
101086,,0,N,,1,0,0,Unaccompanied,,0.0
101091,,0,N,,1,0,0,Family,,
101110,0.0231,0,N,0.0,1,0,0,Unaccompanied,0.0417,0.0
101117,0.4128,0,N,0.0172,1,0,0,Unaccompanied,0.3333,0.0
101127,,0,N,,0,0,0,Unaccompanied,,0.0
101131,,0,Y,,0,0,0,Unaccompanied,,0.0
101133,,0,Y,,1,0,0,Unaccompanied,,0.0
101142,,0,Y,,1,0,0,Unaccompanied,,0.0
101144,0.0473,0,N,0.0,1,0,0,Unaccompanied,0.25,0.0
101147,,0,Y,0.3206,1,0,0,Unaccompanied,0.375,0.0
101151,,0,N,,1,0,0,Unaccompanied,,0.0
101152,0.0011,1,N,0.0,0,0,0,Unaccompanied,0.0,0.0
101154,,0,Y,,1,0,0,Unaccompanied,,0.0
101155,0.1061,0,Y,0.0331,1,0,0,Unaccompanied,0.1667,0.0
101161,0.1197,0,N,0.0,1,0,0,Unaccompanied,0.1667,
101164,,0,Y,,1,0,0,Unaccompanied,,0.0
101165,,0,Y,,0,0,0,Family,,
101166,0.5578,0,N,0.0112,0,0,0,Unaccompanied,0.3333,0.0
101171,,0,N,,1,0,0,Unaccompanied,,0.0
101173,,0,Y,,1,0,0,Unaccompanied,,0.0
101175,0.0504,0,Y,0.0,0,0,0,Unaccompanied,0.125,0.0
101185,0.083,0,N,0.0058,1,0,0,Unaccompanied,0.1667,0.0
101196,0.0945,0,Y,0.0,0,0,0,Unaccompanied,0.1667,0.0
101201,0.0126,0,Y,0.0,1,0,0,Unaccompanied,0.0417,0.0
101206,,1,N,,0,0,0,Unaccompanied,,0.0
101207,,0,N,,1,0,0,Unaccompanied,,0.0
101212,0.0945,0,N,0.0,1,0,0,Unaccompanied,0.1667,0.0
101215,0.3225,0,Y,0.3147,1,0,0,Unaccompanied,0.6667,0.0
101218,0.1334,0,Y,0.0024,0,0,0,Unaccompanied,0.625,0.0
101219,,0,N,,1,0,0,"Spouse, partner",,0.0
101220,0.1229,0,Y,0.0,0,0,0,Unaccompanied,0.3333,
101221,,0,N,,1,0,0,Unaccompanied,,1.0
101224,0.2258,1,Y,0.0021,0,0,0,Unaccompanied,0.3333,0.0
101226,0.0126,0,N,0.0035,1,0,0,Unaccompanied,0.0417,0.0
101228,0.0095,0,N,0.0,0,0,0,Unaccompanied,0.0833,0.0
101233,,0,Y,,0,0,0,Unaccompanied,,0.0
101234,,0,Y,,1,0,0,Unaccompanied,,0.0
101240,0.0294,0,N,0.0221,1,0,0,Unaccompanied,0.125,0.0
101250,,0,Y,,1,0,0,Unaccompanied,,0.0
101257,,0,Y,,0,0,0,Unaccompanied,,0.0
101263,,0,N,,1,0,0,Unaccompanied,,0.0
101265,0.0305,0,N,0.0257,1,0,0,Unaccompanied,0.1667,0.0
101273,,0,Y,,1,0,0,Unaccompanied,,0.0
101275,,0,Y,,1,0,0,Family,,0.0
101283,,0,Y,,1,0,0,Unaccompanied,,0.0
101284,,0,Y,,1,0,0,Unaccompanied,,0.0
101288,0.0872,0,Y,0.0139,1,0,0,Unaccompanied,0.1667,
101306,0.084,1,Y,0.0,0,0,0,Unaccompanied,0.1667,0.0
101310,0.063,0,N,0.0,1,0,0,Unaccompanied,0.1667,0.0
101321,,0,Y,,0,0,0,Unaccompanied,,0.0
101325,,1,Y,,0,0,0,Family,,0.0
101333,0.0189,0,Y,0.0,1,0,0,Unaccompanied,0.0833,
101334,0.084,0,Y,0.0,0,0,0,Unaccompanied,0.1667,0.0
101339,,0,N,,0,0,0,Unaccompanied,,0.0
101340,,0,Y,,1,0,0,Unaccompanied,,
101342,0.0126,0,N,0.0,0,0,0,Unaccompanied,0.0417,0.0
101344,,0,N,,1,0,0,Family,,0.0
101349,,0,Y,,1,0,0,Unaccompanied,,0.0
101358,,0,N,,0,0,0,Unaccompanied,,0.0
101359,0.0252,0,N,0.0,0,0,0,Unaccompanied,0.2292,0.0
101361,0.0945,0,Y,0.0389,1,0,1,Unaccompanied,0.1667,
101370,,0,N,,1,0,0,Unaccompanied,,0.0
101375,0.1124,0,N,0.0116,1,0,0,Unaccompanied,0.3333,0.0
101376,,0,N,,1,0,0,Family,,
101384,,0,N,,1,0,0,Unaccompanied,,0.0
101389,0.2973,0,Y,0.1178,0,0,0,Unaccompanied,0.3333,0.0
101391,,0,N,,1,0,1,Unaccompanied,,0.0
101402,0.1239,0,Y,0.0045,1,0,0,Unaccompanied,0.1667,0.0
101403,0.105,0,Y,0.0068,1,0,0,"Spouse, partner",0.1667,0.0
101411,0.1261,0,N,0.0009,1,0,0,Unaccompanied,0.1667,0.0
101413,0.0084,1,Y,0.0053,0,0,0,Unaccompanied,0.0833,0.0
101414,,0,N,,1,0,0,ªQ¹«,,0.0
101415,,0,Y,,1,0,0,Family,,0.0
101417,,0,Y,,1,0,0,Unaccompanied,,0.0
101418,0.0567,0,N,0.0,0,0,0,Unaccompanied,0.3333,
101419,,1,N,,0,0,0,Unaccompanied,,0.0
101430,0.063,1,N,,0,0,0,Unaccompanied,0.1667,0.0
101432,,0,Y,,1,0,0,Unaccompanied,,0.0
101433,0.0945,0,Y,0.0,1,0,0,Unaccompanied,0.3333,0.0
101438,0.0452,0,Y,0.0237,1,0,0,Family,0.125,
101441,,0,Y,,1,0,0,Unaccompanied,,0.0
101445,0.0368,0,Y,0.0747,1,0,0,Unaccompanied,0.0833,
101452,0.0756,0,Y,0.0,1,0,0,Children,0.3333,0.0
101453,,0,Y,,0,0,0,Family,,0.0
101456,,0,N,,1,0,0,Unaccompanied,,
101461,0.5231,0,Y,0.006999999999999999,0,0,0,Unaccompanied,0.3333,0.0
101462,0.0189,0,Y,0.0272,1,0,0,Unaccompanied,0.0417,0.0
101471,0.3834,0,Y,,1,0,0,Unaccompanied,0.4583,0.0
101473,,0,Y,,1,0,0,"Spouse, partner",,0.0
101474,,0,Y,,1,0,0,Unaccompanied,,
101476,0.0284,0,N,0.0,1,0,0,Family,0.0833,0.0
101479,,1,Y,,0,0,0,Unaccompanied,,0.0
101480,,0,Y,,1,0,0,"Spouse, partner",,
101481,0.062,0,Y,0.0,1,0,0,Unaccompanied,0.1667,0.0
101486,,0,Y,,1,0,0,Unaccompanied,,0.0
101491,0.0977,0,Y,0.0587,1,0,0,Unaccompanied,0.1667,0.0
101492,,0,N,,1,0,0,Unaccompanied,,0.0
101500,0.2647,0,N,0.0007,1,0,0,Unaccompanied,0.3333,
101501,0.1271,0,Y,0.0184,1,0,0,Family,0.1667,0.0
101502,,0,N,,1,0,0,Unaccompanied,,0.0
